link,title,date
https://childrenshealthdefense.org/defender/arkansas-bills-criminal-liability-pharma-execs-vaccine-injury/,Arkansas Looks to Hold Pharma Execs Criminally Liable for Vaccine Injuries,"DECEMBER 20, 2024"
https://childrenshealthdefense.org/defender/us-partnered-china-project-500000-viruses-biosecurity-risks-rtk/,"U.S. Partnered With China on Project Involving 500,000 Viruses That Could Pose Biosecurity Risks","DECEMBER 20, 2024"
https://childrenshealthdefense.org/defender/us-taxpayers-fund-gavi-global-vaccine-program/,U.S. Taxpayers Kicked in $11.5 Billion for Global Vaccine Program Targeting Low-income Countries,"DECEMBER 20, 2024"
https://childrenshealthdefense.org/defender/aaron-siri-rfk-polio-vaccines-the-media-and-me-wsj-op-ed/,"‘RFK, Polio Vaccines, the Media and Me’: Lawyer Corrects New York Times Misinformation","DECEMBER 19, 2024"
https://childrenshealthdefense.org/defender/bird-flu-panic-ramps-up-california-declares-state-of-emergency/,Bird Flu Panic Ramps Up as California Declares State of Emergency,"DECEMBER 19, 2024"
https://childrenshealthdefense.org/defender/amazon-online-health-clinic-reckless-negligent-care-death-lawsuit/,Lawsuit Accuses Amazon Online Health Clinic of ‘Reckless and Negligent’ Care After 45-Year-Old Man Dies,"DECEMBER 19, 2024"
https://childrenshealthdefense.org/defender/7-recalls-potentially-deadly-flaw-why-hasnt-fda-inspected-drug-factory/,7 Recalls for Potentially Deadly Flaw — Why Hasn’t FDA Inspected This Drug Factory?,"DECEMBER 19, 2024"
https://childrenshealthdefense.org/defender/pfizer-vaccinated-kids-covid-infection-cdc-study-natural-immunity/,‘Bombshell’ CDC Study: Kids Who Got Pfizer Vaccine More Likely Than Unvaccinated to Get COVID Infection,"DECEMBER 18, 2024"
https://childrenshealthdefense.org/defender/scientists-ask-trump-eliminate-conflicts-of-interest-fda-epa/,"Scientists Ask Trump to Eliminate Conflicts of Interest at FDA, EPA","DECEMBER 18, 2024"
https://childrenshealthdefense.org/defender/australian-deal-allows-moderna-mrna-vaccines-bypass-safety-process/,Australia Inks $2 Billion Deal Allowing Moderna mRNA Vaccines to Bypass ‘Key Step’ in Safety Process,"DECEMBER 18, 2024"
https://childrenshealthdefense.org/defender/gmo-fake-meat-eu-regulators-data-gaps-mistakes/,"EU Regulators’ Opinions on ‘Fake Meat’ Ingredient Riddled With Data Gaps, Mistakes","DECEMBER 18, 2024"
https://childrenshealthdefense.org/defender/media-vaccine-safety-dr-stanley-plotkin-study/,Latest News Reports Claim Vaccines Are Safe — But That’s Not What the ‘Godfather of Vaccines’ Said Six Months Ago,"DECEMBER 17, 2024"
https://childrenshealthdefense.org/defender/university-of-california-covid-vaccine-lawsuit-moves-forward/,"University of California COVID Vaccine Lawsuit Moves Forward, Despite Setback","DECEMBER 17, 2024"
https://childrenshealthdefense.org/defender/blood-clots-linked-long-term-air-pollution-rtk/,Higher Risk of Dangerous Blood Clots Linked to Long-term Air Pollution,"DECEMBER 17, 2024"
https://childrenshealthdefense.org/defender/ozempic-semaglutide-vision-loss-study-side-effects/,"Study Links Ozempic to Blindness, Adding to Growing List of Side Effects","DECEMBER 16, 2024"
https://childrenshealthdefense.org/defender/minden-nevada-win-verizon-5g-towers/,Residents of Nevada Town Score Temporary Win in Battle Against Verizon 5G Towers,"DECEMBER 16, 2024"
https://childrenshealthdefense.org/defender/gmo-regulation-ge-crops-court-overturns-2020-decision/,"Federal Court Overturns 2020 Decision, Rules GMOs Must Be Regulated","DECEMBER 16, 2024"
https://childrenshealthdefense.org/defender/pfizer-failed-disclose-two-deaths-covid-vaccine-clinical-trials/,Pfizer Failed to Disclose Deaths of Two Women in COVID Vaccine Clinical Trials,"DECEMBER 13, 2024"
https://childrenshealthdefense.org/defender/unitedhealthcare-plan-cut-costs-limits-critical-treatment-kids-autism/,UnitedHealthcare ‘Secret’ Plan to Cut Costs Limits Critical Treatment for Kids With Autism,"DECEMBER 13, 2024"
https://childrenshealthdefense.org/defender/imidacloprid-insecticide-harms-soil-health-study-shows/,"Widely Used Insecticide Harms Soil Health, Study Shows","DECEMBER 13, 2024"
https://childrenshealthdefense.org/defender/fda-advisers-rsv-vaccine-kids-safety-signals-moderna-trials/,"FDA Advisers Bullish on RSV Shots for Kids, Even as Safety Signals Shut Down Moderna Trials","DECEMBER 13, 2024"
https://childrenshealthdefense.org/defender/lawsuit-ultraproccessed-foods-teen-health-problems/,‘First-of-its-kind’ Lawsuit Alleges Addictive Ultraproccessed Foods Caused Teen’s Illnesses,"DECEMBER 12, 2024"
https://childrenshealthdefense.org/defender/covid-vaccines-shed-menstrual-irregularities/,Do COVID Vaccines ‘Shed’? Study of Menstrual Irregularities Highlights Need for More Research,"DECEMBER 12, 2024"
https://childrenshealthdefense.org/defender/juana-valle-rural-town-pfas-chemicals-sick-kff/,She Moved to a Rural Town to Escape City Life. Now PFAS Chemicals May Be Making Her Sick.,"DECEMBER 12, 2024"
https://childrenshealthdefense.org/defender/moderna-stops-mrna-rsv-vaccine-trial-babies-side-effects-fda/,"Moderna Shuts Down mRNA RSV Vaccine Trial in Babies After Shots Linked to Severe Side Effects, FDA Document Reveals","DECEMBER 11, 2024"
https://childrenshealthdefense.org/defender/biden-extend-covid-vaccine-liability-shield-2029/,COVID Vaccine Makers Get Another Free Pass as Biden Administration Extends Liability Shield Through 2029,"DECEMBER 11, 2024"
https://childrenshealthdefense.org/defender/epa-bans-toxic-chemical-trichloroethylene-dry-cleaning-glue-stain-removers/,"EPA Bans Toxic Chemical Used in Dry Cleaning, Glue, Stain Removers","DECEMBER 11, 2024"
https://childrenshealthdefense.org/defender/bovaer-food-additive-drug-cows-safety-methane-emissions/,"Drugging Cows to Reduce Methane Emissions? Scientists Question Safety, Need","DECEMBER 10, 2024"
https://childrenshealthdefense.org/defender/high-fructose-corn-syrup-scientists-cancerous-tumors-grow-faster/,High-fructose Corn Syrup is Everywhere — Scientists Say It May Make Cancerous Tumors Grow Faster,"DECEMBER 10, 2024"
https://childrenshealthdefense.org/defender/john-campbell-anthony-fauci-pardon-covid-lab-leak/,‘A Complete Mockery’: John Campbell Weighs in on Possible Fauci Pardon,"DECEMBER 10, 2024"
https://childrenshealthdefense.org/defender/carrageenan-food-additive-damage-small-intestine-type-2-diabetes-rtk/,Common Food Additive May Damage Small Intestine and Promote Type 2 Diabetes,"DECEMBER 10, 2024"
https://childrenshealthdefense.org/defender/fda-authority-recall-covid-vaccines/,FDA Has Authority to Recall COVID Vaccines — A Growing Number of Scientists Are Demanding the Agency Take Swift Action,"DECEMBER 09, 2024"
https://childrenshealthdefense.org/defender/court-orders-fda-release-million-more-pages-covid-vaccine-documents/,Is FDA ‘Covering for Pfizer’? Court Orders Agency to Release a Million More Pages of COVID Vaccine Documents,"DECEMBER 09, 2024"
https://childrenshealthdefense.org/defender/consumer-groups-demand-fda-ban-cancer-causing-red-dye-no-3/,Consumer Groups Demand FDA Ban Cancer-causing Red Dye No. 3,"DECEMBER 09, 2024"
https://childrenshealthdefense.org/defender/rfk-jr-resigns-chairman-childrens-health-defense-hhs-secretary/,RFK Jr. Resigns as Chairman of Children’s Health Defense as He Anticipates Top Job at HHS,"DECEMBER 09, 2024"
https://childrenshealthdefense.org/defender/white-house-mulls-preemptive-pardon-anthony-fauci/,‘An Extraordinary Step’: White House Mulls ‘Preemptive’ Pardon for Fauci,"DECEMBER 06, 2024"
https://childrenshealthdefense.org/defender/naples-florida-latest-city-ban-water-fluoridation/,"Naples, Florida, Becomes Latest City to Ban Water Fluoridation","DECEMBER 06, 2024"
https://childrenshealthdefense.org/defender/parents-chemical-intolerance-child-autism-risk/,Parents With High Chemical Intolerance 6 Times More Likely to Have Child With Autism,"DECEMBER 05, 2024"
https://childrenshealthdefense.org/defender/cdc-hep-b-vaccine-pregnant-women-lack-safety-data/,"CDC Recommends New Hep B Vaccine for Pregnant Women, Removes Warning on Lack of Safety Data","DECEMBER 05, 2024"
https://childrenshealthdefense.org/defender/glyphosate-persistent-damaging-effects-brain-health-cg/,"Glyphosate Can Have ‘Persistent, Damaging’ Effects on Brain Health","DECEMBER 05, 2024"
https://childrenshealthdefense.org/defender/formaldehyde-cancer-air-pollutant-epa/,Formaldehyde Causes More Cancer Than Any Other Air Pollutant — So Why Doesn’t the EPA Do Something?,"DECEMBER 05, 2024"
https://childrenshealthdefense.org/defender/rfk-jr-libel-suit-daily-kos-writer-david-vickrey/,RFK Jr. Seeks Justice in Ongoing Libel Suit Against Daily Kos Writer,"DECEMBER 04, 2024"
https://childrenshealthdefense.org/defender/dna-contamination-pfizer-covid-vaccines-four-times-legal-limit/,"DNA Contamination in Pfizer COVID Vaccines Up to Four Times Legal Limits, Study Finds","DECEMBER 04, 2024"
https://childrenshealthdefense.org/defender/epa-partially-ban-pesticide-harm-developing-babies/,‘Unconscionable’: EPA to Only Partially Ban Pesticide Known to Harm Developing Babies,"DECEMBER 04, 2024"
https://childrenshealthdefense.org/defender/gmo-corn-glyphosate-unacceptable-health-risks-scientific-analysis-rtk/,"GMO Corn, Glyphosate Pose Unacceptable Health Risks, New Scientific Analysis Shows","DECEMBER 04, 2024"
https://childrenshealthdefense.org/defender/7-takeaways-520-page-house-report-covid-pandemic/,7 Takeaways From 520-page House Report on COVID Pandemic and Government Response,"DECEMBER 03, 2024"
https://childrenshealthdefense.org/defender/scientists-covid-lab-leak-controversy-criminal-charges-rtk/,Could Scientists at Center of COVID Lab-leak Controversy Face Criminal Charges?,"DECEMBER 03, 2024"
https://childrenshealthdefense.org/defender/peer-reviewed-study-moratorium-covid-mrna-vaccines/,‘Truth Is Becoming More Obvious’: Author of New Peer-reviewed Study Calls for Moratorium on COVID mRNA Vaccines,"DECEMBER 03, 2024"
https://childrenshealthdefense.org/defender/covid-pandemic-response-surge-excess-mortality/,COVID Didn’t Cause Surge in Excess Deaths — The Pandemic Response Did,"DECEMBER 03, 2024"
https://childrenshealthdefense.org/defender/epa-could-approve-gmo-mosquitoes-for-consumers-backyards/,Add Water and Stir? EPA Could Approve GMO Mosquitoes for Consumers’ Backyards,"DECEMBER 02, 2024"
https://childrenshealthdefense.org/defender/air-pollution-affect-childrens-ability-learn-think-critically/,Air Pollution Can Affect Children’s Ability to Learn and Think Critically,"DECEMBER 02, 2024"
https://childrenshealthdefense.org/defender/kenya-temporarily-suspends-diplomatic-immunity-gates-foundation/,Kenya Temporarily Suspends Diplomatic Immunity for Gates Foundation,"DECEMBER 02, 2024"
https://childrenshealthdefense.org/defender/trump-administration-ban-big-pharma-advertising/,Can the Trump Administration Ban Big Pharma Advertising? Experts Weigh In,"DECEMBER 02, 2024"
https://childrenshealthdefense.org/defender/young-children-pesticides-early-life-adhd/,Young Children Exposed to Pesticides in Early Life More Likely to Develop ADHD,"DECEMBER 02, 2024"
https://childrenshealthdefense.org/defender/trump-taps-dr-jay-bhattacharya-co-author-great-barrington-declaration-lead-nih/,"Trump Taps Dr. Jay Bhattacharya, Co-author of ‘Great Barrington Declaration,’ to Lead NIH","NOVEMBER 27, 2024"
https://childrenshealthdefense.org/defender/senators-who-will-vote-rfk-jr-nomination-hhs-secretary-6-7-million-pharma/,Senators Who Will Vote on RFK Jr. Nomination for HHS Secretary Took in $6.7 Million From Pharma,"NOVEMBER 27, 2024"
https://childrenshealthdefense.org/defender/mounting-evidence-cdc-hid-data-covid-vaccines-myocarditis/,Mounting Evidence Suggests CDC Hid Data on COVID Vaccines and Myocarditis,"NOVEMBER 27, 2024"
https://childrenshealthdefense.org/defender/childrens-vision-myopia-covid-lockdowns-bmj-study/,Children’s Eyesight Worsened Twice as Fast During COVID Lockdowns,"NOVEMBER 26, 2024"
https://childrenshealthdefense.org/defender/chd-tv-roundtable-medical-pharmaceutical-killing-machine/,Watch: CHD.TV Roundtable on ‘The Medical-Pharmaceutical Killing Machine’,"NOVEMBER 26, 2024"
https://childrenshealthdefense.org/defender/singulair-montelukast-asthma-mental-health-fda/,"Popular Asthma Drug May Cause Serious Mental Health Issues in Children and Adults, FDA Data Reveals","NOVEMBER 26, 2024"
https://childrenshealthdefense.org/defender/bioplastics-synthetic-plastics-turns-may-be-toxic-soil-organisms/,"Are Bioplastics Safer Than Synthetic Plastics? Turns Out, They May Be Toxic to Soil Organisms","NOVEMBER 26, 2024"
https://childrenshealthdefense.org/defender/florida-surgeon-general-urges-end-water-fluoridation/,Florida Surgeon General Urges End to Water Fluoridation,"NOVEMBER 25, 2024"
https://childrenshealthdefense.org/defender/trump-picks-surgeon-general-fda-cdc-makary-nesheiwat-weldon/,"Trump’s Picks for Surgeon General and Top Posts at FDA, CDC Earn Mixed Reviews","NOVEMBER 25, 2024"
https://childrenshealthdefense.org/defender/industrial-ag-win-pesticide-coated-seeds-epa/,"In Win for Pesticide Lobbyists, Court Rules Seeds Coated With Pesticides Don’t Have to Undergo Safety Review","NOVEMBER 25, 2024"
https://childrenshealthdefense.org/defender/chd-supreme-court-doctors-free-speech-covid-policies/,CHD Asks Supreme Court to Pause Disciplinary Actions Against Doctors Who Criticized COVID Policies,"NOVEMBER 22, 2024"
https://childrenshealthdefense.org/defender/ron-johnson-covid-vaccine-safety-hhs-emails/,Sen. Johnson Threatens Legal Action Unless HHS Turns Over Unredacted Emails on COVID Vaccine Safety,"NOVEMBER 22, 2024"
https://childrenshealthdefense.org/defender/south-carolina-escaped-monkeys-disease-spread-biolabs/,"Escaped Monkeys Stoke Fears of Disease Spread, Lax Security at Research Labs","NOVEMBER 21, 2024"
https://childrenshealthdefense.org/defender/weight-loss-drug-prescriptions-kids-teens-soar-no-safety-data/,Weight-loss Drug Prescriptions for Kids and Teens Soar Despite No Safety Data,"NOVEMBER 21, 2024"
https://childrenshealthdefense.org/defender/canary-in-a-post-covid-world-book/,"‘We Need Books Like This’: ‘Canary in a (Post) Covid World’ Features Chapters by RFK Jr., Censored Thought Leaders","NOVEMBER 21, 2024"
https://childrenshealthdefense.org/defender/uk-regulators-pregnant-women-no-covid-vaccines/,UK Regulators Decide Pregnant Women Don’t Need COVID Vaccines,"NOVEMBER 20, 2024"
https://childrenshealthdefense.org/defender/autism-whole-body-approach-martha-herbert/,What Most Autism Research Gets Wrong — and Why That Might Change,"NOVEMBER 20, 2024"
https://childrenshealthdefense.org/defender/doug-cameron-paralyzed-j-j-covid-vaccine-blood-clot/,Exclusive: Idaho Man Paralyzed 10 Days After Getting J&J COVID Vaccine,"NOVEMBER 20, 2024"
https://childrenshealthdefense.org/defender/nyc-employees-religious-exemptions-appeals-court-ruling/,New York Workers Denied Religious Exemptions From COVID Vaccine Mandates Weigh Next Steps After Appeals Court Sides With City,"NOVEMBER 19, 2024"
https://childrenshealthdefense.org/defender/jeff-bezos-bill-gates-funding-methane-vaccine-cattle/,"‘A Little Dystopian’: Jeff Bezos, Bill Gates Bankrolling Methane Vaccine for Cattle","NOVEMBER 19, 2024"
https://childrenshealthdefense.org/defender/brendan-carr-fcc-social-media-censorship-cartel/,Trump’s Pick for FCC Chairman Targets Big Tech ‘Censorship Cartel’,"NOVEMBER 19, 2024"
https://childrenshealthdefense.org/defender/epa-plastics-plants-dump-dangerous-chemicals-waterways/,EPA Allows U.S. Plastics Plants to Dump Dangerous Chemicals Into Waterways,"NOVEMBER 19, 2024"
https://childrenshealthdefense.org/defender/covid-vaccine-death-autopsy-study-peer-reviewed-journal/,Study Showing ‘High Likelihood’ of Link Between COVID Vaccines and Death Republished in Peer-reviewed Journal,"NOVEMBER 18, 2024"
https://childrenshealthdefense.org/defender/global-measles-cases-deaths-decline-cdc-who-report/,Measles Cases Surged 20% Globally But Deaths Declined by 8% — Are More Vaccines the Answer?,"NOVEMBER 18, 2024"
https://childrenshealthdefense.org/defender/house-committee-grills-fda-cdc-nih-officials-handling-covid-pandemic/,"House Committee Grills FDA, CDC, NIH Officials Over Handling of COVID Pandemic","NOVEMBER 18, 2024"
https://childrenshealthdefense.org/defender/early-exposure-bpa-risk-heart-disease-stroke-type-2-diabetes-later-life-rtk/,"Early Exposure to BPA May Increase Risk of Heart Disease, Stroke, Type 2 Diabetes in Later Life","NOVEMBER 18, 2024"
https://childrenshealthdefense.org/defender/congressional-investigation-disinformation-dozen-ccdh/,Congressional Investigation into Authors of ‘Disinformation Dozen’ Intensifies,"NOVEMBER 15, 2024"
https://childrenshealthdefense.org/defender/rfk-jr-nomination-hhs-secretary/,From ‘Brilliant’ to ‘Aghast’: Reactions to RFK Jr.’s Nomination for HHS Secretary Run the Gamut,"NOVEMBER 15, 2024"
https://childrenshealthdefense.org/defender/spring-lake-new-jersey-residents-verizon-5g-towers/,Residents of New Jersey Town Battle Verizon to Keep 5G Towers Off Beachfront,"NOVEMBER 15, 2024"
https://childrenshealthdefense.org/defender/trump-rfk-jr-hhs-secretary/,Breaking: Trump Taps RFK Jr. to Lead U.S. Department of Health and Human Services,"NOVEMBER 14, 2024"
https://childrenshealthdefense.org/defender/fda-trial-bird-flu-vaccine-gates-foundation/,‘Disaster Waiting to Happen’: FDA Approves Phase 1 Trial of Gates-funded Self-amplifying Bird Flu Vaccine,"NOVEMBER 14, 2024"
https://childrenshealthdefense.org/defender/blackrock-buys-blood-processing-facility-pharmaceutical-lab-bets-growing-profits-healthcare/,"BlackRock Buys Blood-processing Facility, Pharmaceutical Lab as It Bets on Growing Profits in Healthcare","NOVEMBER 14, 2024"
https://childrenshealthdefense.org/defender/drug-medical-device-companies-paid-physicians-12-1-billion-last-10-years-rtk/,Drug and Medical Device Companies Paid U.S. Physicians $12.1 Billion Over Last 10 Years,"NOVEMBER 14, 2024"
https://childrenshealthdefense.org/defender/autism-scientific-review-environmental-toxins/,"Autism Isn’t Just Neurological — It’s a Whole-system Disorder, Driven by Environmental Toxins","NOVEMBER 13, 2024"
https://childrenshealthdefense.org/defender/woman-fired-refusing-covid-shot-wins-12-7-million-jury-trial/,Woman Fired for Refusing COVID Shot Wins $12.7 Million in Jury Trial,"NOVEMBER 13, 2024"
https://childrenshealthdefense.org/defender/cancer-rates-gen-x-millennials-vaccines/,"As Cancer Rates for Young Adults Continue to Climb, Are Doctors ‘Dancing Around the Elephant in the Room’?","NOVEMBER 13, 2024"
https://childrenshealthdefense.org/defender/ultra-processed-foods-speed-aging-addictive-rtk/,Ultra-processed Foods May Speed Up Aging — And They’re Addictive,"NOVEMBER 13, 2024"
https://childrenshealthdefense.org/defender/new-york-equal-rights-act-weaken-parental-rights/,"New York’s New Equal Rights Act Will Weaken Parental Rights, Critics Say","NOVEMBER 12, 2024"
https://childrenshealthdefense.org/defender/stanford-university-hosts-open-debate-covid-policies/,"Once at the Center of a Censorship Scandal, Stanford University Hosts Open Debate on COVID Policies","NOVEMBER 12, 2024"
https://childrenshealthdefense.org/defender/weight-loss-drug-mounjaro-contributed-nurses-death/,Eli Lilly’s Weight Loss Drug Contributed to Nurse’s Death,"NOVEMBER 12, 2024"
https://childrenshealthdefense.org/defender/over-20-chemicals-used-grow-food-prostate-cancer/,Over 20 Chemicals Used to Grow Food Linked to Prostate Cancer,"NOVEMBER 12, 2024"
https://childrenshealthdefense.org/defender/heiko-sepp-triathlete-covid-vaccine-injuries/,Former Triathlete Fighting ‘Biggest Battle in My Life’ After COVID Vaccine Injuries,"NOVEMBER 08, 2024"
https://childrenshealthdefense.org/defender/dna-contamination-vaccines-health-concerns/,DNA Contamination in Vaccines: What Is It and Why Does It Matter?,"NOVEMBER 08, 2024"
https://childrenshealthdefense.org/defender/hib-vaccine-off-market-babies-diseases-adults/,Vaccine ‘Quietly’ Pulled Off Market in 2007 Now Linked to 19 Diseases — 35 Million Babies Who Got the Shot Now at Risk as Adults,"NOVEMBER 07, 2024"
https://childrenshealthdefense.org/defender/pfizer-depo-provera-contraceptives-brain-tumors-lawsuit/,"Pfizer Hiding Popular Contraceptive’s Link to Brain Tumors, Lawsuit Alleges","NOVEMBER 07, 2024"
https://childrenshealthdefense.org/defender/fda-plan-get-antibiotics-out-factory-farm-animals-failing-rtk/,FDA Plan to Get Antibiotics Out of Factory Farm Animals Is Failing,"NOVEMBER 07, 2024"
https://childrenshealthdefense.org/defender/covid-vaccines-pose-greater-risk-brain-clots-strokes-flu-shots/,"COVID Vaccines Pose 112,000% Greater Risk of Brain Clots, Strokes Than Flu Shots","NOVEMBER 07, 2024"
https://childrenshealthdefense.org/defender/us-millions-world-bank-pandemic-fund/,U.S. Pumps $667 Million Into World Bank’s Pandemic Fund,"NOVEMBER 06, 2024"
https://childrenshealthdefense.org/defender/how-to-remove-covid-vaccines-local-health-authorities/,‘This Is a Winnable Battle’: Experts Explain How Citizens Can Work With Local Health Authorities to Get COVID Vaccines Removed,"NOVEMBER 06, 2024"
https://childrenshealthdefense.org/defender/astrazeneca-covid-vaccine-liability-ruling/,‘Historic’: Federal Court Says AstraZeneca Not Immune From Liability in Case Involving Woman Injured by COVID Vaccine During Clinical Trial,"NOVEMBER 05, 2024"
https://childrenshealthdefense.org/defender/nurse-sues-new-jersey-hospital-religious-exemption-flu-vaccine/,Nurse Sues New Jersey Hospital That Denied Her Religious Exemption for Flu Vaccine,"NOVEMBER 05, 2024"
https://childrenshealthdefense.org/defender/5th-circuit-rules-against-chd-rfk-jr-censorship-lawsuit/,"Appeals Court Rules Against CHD, RFK Jr. in Landmark Censorship Case","NOVEMBER 05, 2024"
https://childrenshealthdefense.org/defender/dentists-pulling-healthy-teeth-profitable-implants-kff/,Dentists Pulling Healthy Teeth to Make Room for Profitable Implants,"NOVEMBER 05, 2024"
https://childrenshealthdefense.org/defender/pesticide-makers-free-pass-injuries-chemicals-spending-big-influence-state-lawmakers-rtk/,Pesticide Makers Want Free Pass for Injuries Caused by Their Chemicals. So They’re Spending Big to Influence State Lawmakers,"NOVEMBER 04, 2024"
https://childrenshealthdefense.org/defender/healthcare-workers-reject-covid-flu-shots-health-agencies/,"Healthcare Workers Reject COVID, Flu Shots Amid ‘Tremendous Erosion of Trust’ in Health Agencies","NOVEMBER 04, 2024"
https://childrenshealthdefense.org/defender/doctors-canada-euthanize-man-disabling-covid-vaccine-injury-mental-illness/,Doctors in Canada Euthanize Man With Disabling COVID Vaccine Injury and Mental Illness,"NOVEMBER 01, 2024"
https://childrenshealthdefense.org/defender/public-support-vaccines-declines-health-freedom/,"As Public Support for Vaccines Tanks, Health Freedom Advocates Look to a Future of Helping Kids Detox","NOVEMBER 01, 2024"
https://childrenshealthdefense.org/defender/flame-retardants-wildfires-high-levels-heavy-metals/,Flame Retardants Used to Fight Wildfires Contain High Levels of Heavy Metals,"NOVEMBER 01, 2024"
https://childrenshealthdefense.org/defender/autism-rising-us-children-adults/,1 in 33 Kids Ages 5 to 8 — More Than Previously Thought — Has Autism,"OCTOBER 31, 2024"
https://childrenshealthdefense.org/defender/bavarian-nordic-tests-mpox-vaccine-2-to-11-year-olds/,"Bavarian Nordic Tests Mpox Vaccine in 2- to 11-Year-Olds, Critics Question Safety and Need","OCTOBER 31, 2024"
https://childrenshealthdefense.org/defender/ultra-processed-foods-plastics-toxic-relationship-rtk/,Ultra-processed Foods and Plastics: A Toxic Relationship,"OCTOBER 31, 2024"
https://childrenshealthdefense.org/defender/colleges-mandate-covid-vaccine-pay-injuries/,House Floats Law to Make Colleges That Mandated COVID Shots Pay for Vaccine Injuries,"OCTOBER 30, 2024"
https://childrenshealthdefense.org/defender/gates-foundation-diplomatic-immunity-kenya/,‘Big Red Flag’: Gates Foundation Gets Diplomatic Immunity in Kenya,"OCTOBER 30, 2024"
https://childrenshealthdefense.org/defender/idaho-health-board-defy-cdc-fda-covid-vaccines-clinics/,Idaho Health Board First in U.S. to Defy CDC and FDA by Removing COVID Vaccines From Clinics,"OCTOBER 29, 2024"
https://childrenshealthdefense.org/defender/nih-be-immune-clinical-trial-nudge-more-vaccines/,Exclusive: NIH Spending $2.2 Million to ‘Nudge’ Elderly to Get More Vaccines,"OCTOBER 29, 2024"
https://childrenshealthdefense.org/defender/syngenta-hid-health-risks-herbicide-paraquat-big-profits/,Syngenta Hid Health Risks of Its Popular Herbicide While Hauling in Big Profits,"OCTOBER 29, 2024"
https://childrenshealthdefense.org/defender/agricultural-chemicals-killing-insect-populations/,How Big Ag Is Killing Insects — and Why It Matters,"OCTOBER 29, 2024"
https://childrenshealthdefense.org/defender/pfizer-moderna-mrna-covid-shots-acute-heart-disease-risk/,"Pfizer, Moderna mRNA COVID Shots Linked to Higher Risk of Acute Heart Disease","OCTOBER 28, 2024"
https://childrenshealthdefense.org/defender/us-canada-mexico-launch-pandemic-preparedness-initiative-vaccine-passports/,"Are Vaccine Passports Just Around the Corner? U.S., Canada, Mexico Launch Pandemic Preparedness Initiative","OCTOBER 28, 2024"
https://childrenshealthdefense.org/defender/anthony-fauci-gain-of-function-research-bioterrorism/,Fauci: ‘Nature May Be the Worst Bioterrorist’,"OCTOBER 28, 2024"
https://childrenshealthdefense.org/defender/guillain-barre-syndrome-covid-flu-vaccines/,"Guillain-Barré Syndrome Associated With 17 Vaccines, Including COVID and Flu Shots","OCTOBER 25, 2024"
https://childrenshealthdefense.org/defender/80-percent-air-samples-california-farm-communities-pesticides/,80% of Air Samples in California Farm Communities Contain Pesticides,"OCTOBER 25, 2024"
https://childrenshealthdefense.org/defender/bart-san-francisco-workers-win-covid-vaccine-lawsuit/,‘Seismic’ Verdicts: San Francisco Transit System Must Pay Almost $8 Million to 6 Workers Fired for Refusing COVID Shots,"OCTOBER 25, 2024"
https://childrenshealthdefense.org/defender/cdc-advisers-extra-covid-boosters-babies/,"Despite Concerns About ‘Vaccine Fatigue,’ CDC Recommends Extra COVID Boosters, Including for Some Infants","OCTOBER 24, 2024"
https://childrenshealthdefense.org/defender/flooding-carries-pesticides-soil-plants-threatens-food-web/,Floods Carry Pesticides to Soil and Plants — And That Threatens the Food Web,"OCTOBER 24, 2024"
https://childrenshealthdefense.org/defender/epa-bans-pesticide-dcpa-irreversible-neurological-damage-unborn-babies-cg/,EPA Bans Pesticide Linked to ‘Irreversible’ Neurological Damage to Unborn Babies,"OCTOBER 24, 2024"
https://childrenshealthdefense.org/defender/group-behind-disinformation-dozen-kill-musks-twitter-black-ops-rfk-jr/,"Group Behind ‘Disinformation Dozen’ Sought to ‘Kill Musk’s Twitter,’ Launch ‘Black Ops’ Against RFK Jr.","OCTOBER 23, 2024"
https://childrenshealthdefense.org/defender/federal-judge-upholds-florida-ban-lab-grown-meat-cultivated-chicken/,"Federal Judge Upholds Florida Ban on Lab-Grown Meat, as Other States Propose Similar Bans","OCTOBER 23, 2024"
https://childrenshealthdefense.org/defender/electromagnetic-sensitive-people-washington-post/,Washington Post Shines Light on What Modern Life Is Like for People With Electromagnetic Sensitivity,"OCTOBER 23, 2024"
https://childrenshealthdefense.org/defender/bird-flu-windfall-largest-industrial-chicken-producers/,Bird Flu: A Windfall for Largest Industrial Chicken Producers?,"OCTOBER 23, 2024"
https://childrenshealthdefense.org/defender/cdc-bill-gates-pharma-fund-social-media-influencers-push-vaccines/,"With Help From Bill Gates, Big Pharma and Facebook, CDC Funds Initiative to Help Minority Communities Hire ‘Influencers’ to Push Vaccines","OCTOBER 22, 2024"
https://childrenshealthdefense.org/defender/cellphone-radiation-may-cause-brain-cancer-south-korea-report/,New Report Adds to Evidence That Cellphone Radiation May Cause Brain Cancer,"OCTOBER 22, 2024"
https://childrenshealthdefense.org/defender/bayer-new-roundup-weedkiller-45-times-more-toxic/,Bayer’s New Roundup Weedkiller for Consumers 45 Times More Toxic,"OCTOBER 22, 2024"
https://childrenshealthdefense.org/defender/bill-gates-covid-vaccine-lawsuit-netherlands/,Judge Rules Bill Gates Must Face Vaccine-Injured in Netherlands Court,"OCTOBER 22, 2024"
https://childrenshealthdefense.org/defender/fda-court-shut-down-lawsuit-pfizer-covid-vaccine-documents/,FDA Asks Court to Shut Down Lawsuit Over Pfizer COVID Vaccine Documents,"OCTOBER 21, 2024"
