link,title,author,date,content
https://www.infowars.com/posts/canada-ppc-candidate-meghan-murphy-says-her-bank-account-was-frozen-after-election-bid-announcement,Canada PPC Candidate Meghan Murphy Says Her Bank Account Was Frozen After Election Bid Announcement,By Didi Rankovic | Reclaim The Net,18 days ago,"When Canada’s authorities decided to crush political and social dissent by freezing bank accounts belonging to participants in the 2022 Freedom Convoy, many critics warned the practice would not be isolated to a single event, but would instead set a dangerous precedent.
The case of Meghan Murphy, a women’s rights advocate who decided to run in the upcoming federal election on the People’s Party of Canada (PPC) ticket, appears to give credence to those fears.
On Monday, Murphy wrote on her Substack that her bank account got frozen by the Canadian government the day her candidacy was confirmed – a move she suspects is politically motivated, both because of the timing, and the fact she is a vocal critic of that government.
This happened last Tuesday, and Murphy claims that despite repeated attempts to learn from the bank, Vancity, what had happened, the only information she has so far been able to obtain is that Vancity acted on government orders. She was also initially told that she could contact an employee with further inquiries.
But that employee just so happened to be on vacation, and a voicemail informed her.
“So basically this guy froze my bank account and immediately went on vacation,” writes Murphy, who left Canada in early 2021 as an opponent of Covid mandates, but also a long-standing critic of modern gender ideology and attacks on free speech.
Murphy followed up on the voicemail message with a series of calls that were not answered, while one of the messages got the reply stating she was unable to contact anyone at the bank because of “technical difficulties.”
Murphy considers herself a political dissident and does not hesitate to call Canada’s government, led for years by the Liberal Party, “dangerous and authoritarian.”
Despite that, and the example of the Freedom Convoy, she decided to run in the election, as “one last opportunity to fight for change, and to force some conversations that had been suppressed in my progressive Vancouver East riding.”
But after the Kafkaesque experience just trying to find out why exactly she was cut off from her bank account, Murphy abandoned plans to travel to her country, (she’s currently in Mexico) stating that she is “very concerned” about what awaits her upon arrival.
“I decided it wasn’t worth the risk of persecution or attempted prosecution so will not be returning to Canada, despite my original intention to come back to campaign,” she continued.
But Murphy informed her supporters that despite not feeling it was safe to return at this time, she was not dropping out of the parliamentary race."
https://www.infowars.com/posts/uk-home-affairs-committee-report-blames-southport-riots-on-social-media-misinformation-calls-for-national-police-surveillance-system,"UK Home Affairs Committee Report Blames Southport Riots on Social Media “Misinformation,” Calls for National Police Surveillance System",By Cindy Harper | Reclaim The Net,19 days ago,"British lawmakers are using the aftermath of last summer’s Southport riots to advocate for greater surveillance of online speech, pressing a narrative that blames social media “misinformation” for nationwide unrest.
A new report from the House of Commons Home Affairs Committee not only promotes sweeping online monitoring powers for law enforcement but also misrepresents and dismisses legitimate concerns about the unequal application of justice in the UK.
Following the tragic murders of Bebe King, Elsie Dot Stancombe, and Alice da Silva Aguiar, all children, during a Taylor Swift-themed dance class in Southport on July 29, protests and clashes erupted across the country.
Rather than scrutinizing the core grievances fueling public anger, the committee zeroed in on online speech. It called for a “new national system for policing” that would include enhanced capabilities to monitor and respond to social media activity, an alarming prospect for civil liberties.
More: UK PM Keir Starmer Uses Riots To Call For Mass Surveillance and Social Media Censorship
The report claims this would help police “develop the necessary capacity” to handle fast-moving online narratives, but offers little in the way of safeguards against overreach.
The committee also criticized the Crown Prosecution Service (CPS) for its handling of the information released in the wake of the murders. Conflicting guidance from prosecutors reportedly left Merseyside Police unable to disclose details about the suspect’s background, including his religion.
This lack of transparency, MPs argue, contributed to the spread of speculation and mistrust. “The inconsistent advice from the CPS over the publication of information about the suspect’s religion was particularly regrettable and hampered the police response,” the report states.
Committee chair Dame Karen Bradley remarked that “the criminal justice system will need to ensure its approach to communication is fit for the social media age,” indicating a push toward more tightly controlled narratives during high-profile incidents.
Still, perhaps the most revealing portion of the report is its attempt to sideline allegations of two-tier policing. Rather than acknowledging the broader body of concerns, including disproportionate sentencing for online speech or selective enforcement of laws, the report reframes the entire issue. It falsely narrows the definition of two-tier policing to claims that “those involved in disorder had been policed more strongly than previous protesters.”
This redefinition allows the report to reject two-tier policing without engaging with more substantial, provable disparities in the justice system. One such example ignored by the committee is the increasing number of individuals arrested or prosecuted for online posts, often receiving penalties more severe than those given to violent offenders.
More: Keir Starmer’s Censorship Playbook
Chief Constable BJ Harrington welcomed the report’s stance, stating that it “robustly disagrees with the notion of two-tier policing.” The Home Office likewise emphasized the need to clamp down on digital narratives, citing pressure on existing communications protocols. “Social media has put well-established principles around how we communicate after attacks like this under strain,” a spokesperson said. “We must be able to tackle misinformation head-on.”
The CPS, meanwhile, rejected claims that their guidance prohibited disclosure of killer Axel Rudakubana’s religion, insisting that Merseyside Police chose not to share the information and never revisited the matter. “The Media Protocol…played no part in this decision making,” a spokesperson said, while also confirming work was underway to update those guidelines.
While the state points fingers at public reaction and online discourse, there is little acknowledgment of the failures that sparked distrust in the first place. The growing appetite for censorship and surveillance, justified under the vague label of “misinformation,” should raise serious concerns about freedom of expression and the direction of public accountability in the UK."
https://www.infowars.com/posts/eu-seeks-trade-truce-as-germany-sets-its-own-course-on-us-deal,EU Seeks Trade Truce as Germany Sets Its Own Course on US Deal,By Javier Villamor | The European Conservative,19 days ago,"The escalating trade war between the United States and the European Union has reached a critical juncture, with EU Trade Commissioner Maroš Šefčovič meeting Commerce Secretary Howard Lutnick and Trade Representative Jamieson Greer in Washington on April 14, 2025, hoping to defuse the tariff conflict.
In D.C., met with Secretary @howardlutnick and Ambassador @jamiesongreer for 🇪🇺🇺🇸 negotiations, seizing the 90-day window for a mutual solution to unjustified tariffs. 1/2 pic.twitter.com/P0eMgZSudQ
Trump’s announcement of a 90-day tariff pause, reducing universal tariffs to 10%, offered a window for dialogue, prompting the EU to suspend planned retaliatory measures until July 14. Šefčovič emphasized the need for a “significant joint effort” to achieve a fair deal, reiterating the EU’s offer of zero tariffs on industrial goods and cooperation on non-tariff barriers.
This trade dispute, which affects 70% of EU exports to the U.S., could shave 0.2-0.6% off the EU’s GDP if unresolved, with even more significant economic fallout projected for the U.S. Despite three visits to Washington since the conflict began, Šefčovič has yet to secure a breakthrough, as U.S. tariffs on steel, aluminum, cars, and components (up 25%) and reciprocal tariffs (20% on EU goods) persist. The EU’s cautious response reflects its preference for negotiation over escalation, but the clock is ticking.
Amid these tensions, Germany’s incoming chancellor Friedrich Merz has proposed reviving the Transatlantic Trade and Investment Partnership (TTIP). This comprehensive free-trade agreement has been stalled since Trump halted negotiations in 2017. The TTIP aimed to eliminate tariffs, harmonize regulations, and boost investment across the Atlantic, promising billions in economic gains. However, it faced backlash over issues like regulatory sovereignty, ultimately collapsing.
In a Handelsblatt interview, Merz called the failure to finalize TTIP a “mistake” and advocated for a new deal with “zero tariffs for everything,” aligning with sentiments from Trump ally Elon Musk. Merz plans to visit Washington post-inauguration in May 2025 to push this agenda while urging Europe to diversify trade with partners like Canada, India, and Japan.
Merz’s proposal dovetails with Šefčovič’s tariff-free offer but faces hurdles: Trump’s protectionist stance, EU internal divisions, and past TTIP controversies. While Merz insists Europe must speak with one voice, his call for rapid agreements, including with Mercosur, highlights a broader strategy to counter U.S. pressure. As Šefčovič navigates immediate tariff talks, Merz’s TTIP vision signals a long-term bid to reshape transatlantic trade."
https://www.infowars.com/posts/gab-refuses-to-comply-with-uk-censorship-tyranny,Gab Refuses to Comply With UK Censorship “Tyranny”,By Rick Findlay | Reclaim The Net,19 days ago,"Gab, a US-based social media platform known for its commitment to unfettered speech, has taken the step of cutting off access to users in the United Kingdom.
The decision follows an ultimatum from the UK’s communications regulator, Ofcom, demanding data about Gab’s users and internal operations, demands the company categorically rejects as authoritarian.
More: When One Island Demands to Muzzle the World
CEO Andrew Torba made his position clear in a post on X, where he wrote: “Our latest threatening letter from Ofcom ordered us to disclose information about our users and operations. We know where this leads: compelled censorship and British citizens are thrown in jail for ‘hate speech.’” He concluded emphatically: “We refuse to comply with this tyranny.”
Gab’s move comes in direct response to the UK’s controversial Online Safety Act, a sweeping legislative framework introduced under the guise of public safety but widely decried for its broad scope and potential to stifle dissent. The company now displays a block notice to UK-based visitors, citing both legal overreach and a principled stance in defense of free expression.
A notice shown to users in the UK includes the words of John Milton from Areopagitica — “Give me the liberty to know, to utter, and to argue freely according to conscience, above all liberties.” It also states that after receiving “yet another demand from the UK’s speech police,” Gab chose to sever access entirely.
As a US company with no physical presence in Britain, Gab argues that Ofcom has no legal standing to compel compliance. “To enforce anything in the United States, they’d need to go through a Mutual Legal Assistance Treaty request or letters rogatory. No U.S. court is going to enforce a foreign censorship regime. The First Amendment forbids it,” the message reads.
Gab also points to the absurdity of Ofcom trying to punish an American firm that has already blocked UK access. The company portrays this as a clear illustration of how censorship inevitably turns into an attempt to silence rather than protect. “Censorship doesn’t work. It only reveals the truth about the censors,” the statement asserts.
This isn’t an isolated stance. Gab now joins other platforms like BitChute in restricting access from the UK, encouraging other American companies to do the same in protest. The message includes a bold call to reject what it characterizes as authoritarianism masquerading as safety regulation: “The only way to vote against the tyranny of the UK’s present regime is to walk away from it, refuse to comply, and take refuge under the impervious shelter of the First Amendment.”"
https://www.infowars.com/posts/cops-tackle-unhinged-protester-tase-him-at-mtg-town-hall,"Cops Tackle, Tase Unhinged Protesters at MTG Town Hall",By Infowars.com,20 days ago,"Footage shows the moment police tackled and used a stun gun on a deranged protester at a town hall event hosted by Rep. Marjorie Taylor Greene (R-Ga.) in Cobb County, Ga., Tuesday.
One video shows MTG telling a protester to leave, before police got into an altercation with another demonstrator.
Protesters thrown out of MTG's Town Hall in #Atlanta. pic.twitter.com/eReYqhpTMA
Videos from other angles show police wrestling with a man, before he gets up and gets shoved by a cop; at this point, he begins fighting back against the cop and is ultimately shot with a stun gun, with another officer also appearing to deploy their taser.
BREAKING 🚨 A Protestor was TASED at Marjorie Taylor Greene’s Georgia town hall. LET’S GO 🔥 THROW HIS A** IN JAIL, LOCK HIM UPThank God MTG is safe 🙏 pic.twitter.com/pHE7j2Oc0q
Democrats are nothing but immature shit bags. Right after MTG started speaking, a protester was tazed, and several others removed from her town hall. pic.twitter.com/KztkCuBXMX
“This is a peaceful town hall, ladies and gentlemen. This should not have to happen,” MTG told the crowd, as she continued the town hall.
The Atlanta Journal-Constitution reports at least two unhinged protesters were tased, with a total of seven ejected from the event.
Now a third demonstrator has been led out of the town hall — and was tasered by authorities after resisting. #gapol pic.twitter.com/u5BSeqf5E8
As another demonstrator is led out — at least seven so far — Greene hardly pauses as she continues answering a question on what Congress can do to “rein in the hate and lies” in politics. pic.twitter.com/jEQO27bxFu
Acworth Police Sgt. Eric Mistretta said three protesters were charged, one with disorderly conduct.
Watch MTG’s full town hall speech below:
Support Infowars by picking up the new Limited Edition Silver Alex Jones Signature Fundraiser Coin or the new Ultra Methylene Blue at TheAlexJonesStore.com."
https://www.infowars.com/posts/watch-butthurt-libs-attack-edgar-the-puppet,Watch: Butthurt Libs Attack Edgar The Puppet,By Infowars.com,20 days ago,"“Ask America With Edgar” the puppet journalist attended a recent anti-Trump protest to question liberal demonstrators and pester them with hilarious antics, including the butthurt dance!
Edgar even found the elusive Waldo and made an FDA employee cry after telling her that her fired coworkers shouldn’t have received special treatment!
The leftists eventually doused the puppet with water and threw objects at him."
https://www.infowars.com/posts/removing-all-unnecessary-and-undesirable-foreigners-critical-to-renewal-of-america-top-us-entrepreneur,Removing All ‘Unnecessary and Undesirable Foreigners’ Critical to Renewal of America – Top US Entrepreneur,By Dan Lyman,20 days ago,"Deporting tens of millions of illegal aliens and “unnecessary” foreign nationals while encouraging U.S. citizens to have more children are crucial steps toward making America great again, according to a top entrepreneur.
Charles Haywood, a former mergers and acquisitions attorney who stepped away from practicing law to found a highly-successful haircare and cosmetics company, has emerged as a prominent political philosopher and writer advocating for American interests and a return to restrictive immigration policies.
“You basically need to remove all of the unnecessary foreigners. Obviously, America has always succeeded with having a small admixture of foreigners who hew to the dominant culture,” Haywood said during a new interview with immigration news outlet Border Hawk.
“You don’t have to get rid of all of the foreigners, you just have to get rid of most of the foreigners and all of the undesirable foreigners.”
An Indiana native, Haywood says he is hearing local reports indicating many ‘migrants’ who arrived to the U.S. during the Biden era and flooded cities and towns across the Midwest – such as Haitians and other participants in the CHNV and CBP One parole programs – are preparing to self-deport as their work authorization and right to remain expire.
“I think the Haitians are just going to disappear. Obviously, that can be encouraged with giving them… $2,000 and a free flight and do the ‘carrot and the stick,’ and in no time at all, there will be no Haitians at all in the country,” he said.
“Mechanically, these things seem to me to be fairly straightforward. Much of it is a question of political will. On the other hand, we’re seeing a lot more political will than I expected out of the administration, so that’s good.”
Addressing lagging numbers during the initial months of President Trump’s ‘mass deportation’ efforts, Haywood said, “You should not make the perfect the enemy of the good. I want to get rid of all 20 million (illegals) and considerably more, but if I get 10 million in 18 months, that in itself will ensure that we never face the same situation again in any kind of relevant time frame.”
“So much of this is resetting the possibility of expectations,” he continued. “For example, you’re no longer going to see people taking out huge loans on the expectation that they can work for a left-wing agitprop group and be guaranteed to get their loans forgiven because Trump has cut a bunch of those.
“The uncertainty prevents people from taking actions that, in the past, they would have taken simply because they felt certain that they would come here, they would never be kicked out, they would be allowed to get citizenship and stay here forever. The uncertainty means that, over time, people will self-deport.”
Haywood also pointed out illegal immigration is just the tip of the iceberg when it comes to an endless flow of foreign nationals pouring into the U.S.
American institutions of higher learning, including Ivy League universities and prestigious STEM schools like Purdue, are inviting droves of students from other countries, specifically those in Asia.
“For years, they’ve held their tuition steady, and the way they’ve done that is by bringing in ever-increasing, huge numbers of Chinese and Indians who pay full freight and push out students in Indiana, particularly White, male students in Indiana who can’t even get a look in,” Haywood said.
Defense Secretary Pete Hegseth Just Announced to the World the US Has Retaken the Panama Canal – No Invasion Necessary"
https://www.infowars.com/posts/newly-released-crossfire-hurricane-documents-prove-that-the-obama-admin-ordered-the-cia-to-fabricate-the-russiagate-hoax-to-be-used-to-stage-a-political-coup-against-trump,Newly Released Crossfire Hurricane Documents Prove That The Obama Admin Ordered The CIA To Fabricate The Russiagate Hoax To Be Used To Stage A Political Coup Against Trump,By InfoWars,20 days ago,"On the Monday show Alex Jones discussed the new revelations about the Obama administration’s deep state investigation and attack against President Trump, called Crossfire Hurricane, which created the fake Russiagate hoax.
Don’t miss:"
https://www.infowars.com/posts/steve-bannon-says-first-trump-admin-should-have-locked-up-hillary-clinton,Steve Bannon Says First Trump Admin Should Have ‘Locked Up’ Hillary Clinton,By Calvin Freiburger | Lifesite,20 days ago,"(LifeSiteNews) — Former Trump adviser and prominent MAGA personality Steve Bannon suggested that the first Trump administration made a mistake in not prosecuting 2016 opponent Hillary Clinton for mishandling classified intelligence with a private, non-secure email server in an lively exchange with liberal pundit Bill Maher.
During the latest broadcast of Maher’s HBO show Real Time, the duo’s wide-ranging conversation at one point turned to the question of what lines officeholders should not cross when dealing with their political opponents.
“How about this: no politicians in prison,” Maher said. “You can impeach them, you can put them to court, you know, we disagree about that, that’s one reason you were in prison-”
“For a misdemeanor. For contempt,” Bannon interjected, referring to the four monthshe spent incarcerated last year for defying a congressional subpoena to appear before the January 6 committee (in what critics deemed a case of selective prosecution, noting prominent Democrats such as former Attorneys General Eric Holder and Merrick Garland who were not punished for similar offenses).
“But I think once you, once you go to the, well, you guys started it with ‘lock her up,’ okay?” Maher continued, referring to President Donald Trump’s 2016 embrace of the chant to prosecute the former first lady, secretary of state, and New York senator after former FBI director James Comey announced that she broke the law but the Obama administration would not prosecute her because she supposedly lacked criminal intent.
“Hang on, hang on. She should have been locked up, and we didn’t go after her,” Bannon replied.
“I guess we don’t agree, then,” Maher said, to which Bannon quipped, “we’re not supposed to agree […] One good night at the White House shouldn’t make you soft, Bill,” referencing Maher’s recent dinner with Trump.
Steve Bannon: ""[Hillary] should've been locked up and we didn't go after her.""Bill Maher: ""I guess we don't agree then.""Steve Bannon: ""One good night at the White House should't make you soft, Bill."" pic.twitter.com/P2bRwbkiMp
The acknowledgment that the first Trump administration “didn’t go after her” is a rare mea culpa over Trump’s announcement, within weeks of winning in 2016, that despite his campaign rhetoric he would not pursue charges because “I don’t want to hurt the Clintons, I really don’t. She went through a lot and suffered greatly in many different ways […] I’m not looking to go back and go through this.”
In December 2016, Trump joked at a Michigan rally that the “lock her up” chant “plays great before the election – now we don’t care, right?”
Many on both sides are currently waiting intently to see whether the second Trump administration’s law enforcement team, led by Attorney General Pam Bondi and FBI Director Kash Patel, will take a different approach to alleged Democrat illegality."
https://www.infowars.com/posts/breaking-president-bukele-of-el-salvador-praises-trumps-incredible-border-policies-receives-many-thanks-for-taking-deported-illegal-gang-members-terrorists-into-his-country-during-white,BREAKING: President Bukele Of El Salvador Praises Trump’s “Incredible” Border Policies & Receives Many Thanks For Taking Deported Illegal Gang Members / Terrorists Into His Country During White House Meeting,By InfoWars,20 days ago,"On the Monday show Alex Jones covered the White House meeting President Donald Trump had with El Salvador’s President Bukele about illegal immigration and crime.
Don’t miss:"
https://www.infowars.com/posts/the-deceptive-democracy-movement-threatening-americas-republic,The Deceptive “Democracy” Movement Threatening America’s Republic,By Lisa Logan,21 days ago,"The following is a guest post by journalist Lisa Logan.
“A republic, if you can keep it.” – Founding Father Benjamin Franklin’s response to Elizabeth Willing Powel’s question about what kind of government was created after signing the Constitution.
America is a Constitutional Republic with a representative form of government, not a Democracy, but a recent surge of groups from a “pro-democracy” network has designs to change that.
Many states like Utah, hungering for a return to civility after years of divisive political rhetoric, have allowed organizations connected to this movement (like UNITE’s Dignity Index) to infiltrate and influence state and local institutions to help dictate civic policy, which they might’ve reconsidered if they knew where it originated from.
This sudden “pro-democracy” push actually came from former President Biden’s administration, which launched this so-called movement to “address hate-motivated violence and foster unity” at a 2022 event at the White House called the United We Stand Summit (Figure 1).
🧵This narrative has been building since the United We Stand Summit in 2022.Biden invited victims of ""hate-fueled violence"" to the White House to launch https://t.co/sxWSzUG5Nf & other ""democracy saving"" initiatives paid for by a large $1B donation from the org New Pluralists. pic.twitter.com/4zZL7kR17W
Figure 1: X Thread featuring a video clip from Biden’s United We Stand Summit
During the Summit, Biden asserted that “domestic terrorism, rooted in white supremacy, is the greatest terrorist threat to America today.” In an effort to foster dialogue and find solutions to combat this urgent threat of hate and extremism, Biden announced the launch of a new Citizens Initiative and website, “Dignity.us” that would be coordinated by a seemingly bipartisan team of former White House Domestic Policy Council members, and funded by a billion dollar investment from a Rockefeller-Fetzer-Koch group called the “New Pluralists.” This initiative became the placeholder for the eventual rollout of the Dignity Index, which the original Dignity.us website oddly now redirects to.
The Dignity Index
The Dignity Index was created by collaboration with Utah State University and UNITE, an organization owned by Robert F. Kennedy, Jr.’s cousin, Tim Shriver. It uses an eight-point scale to “measure the level of contempt or dignity in a selected passage of speech.”
Who, though, gets to decide what constitutes “dignity” or “contempt”?
In a 2022 debate that the Index was used for, Utah Senator Mike Lee scored lower on the Dignity Index than challenger Evan McMullin because he pointed out that McMullin was making statements with a “cavalier, reckless disregard for the truth.” This was after McMullin made several false, unsupported accusations that Lee was involved in a fake electors plot to overthrow the results of the 2020 election. Would lying be acceptable in this debate, then, if it was done “with dignity”?
Freedom of Speech, but not Freedom of Reach
The Dignity Index says they’re just trying to disincentivize the option of using contempt in political discussions (claiming that fear of this is the biggest inhibitor of free speech), so free speech can supposedly flourish. This doesn’t make sense, since their actual objective is to normalize the arbitrary measuring and scoring of all speech, so speech that they deem as having contempt doesn’t even make it into the national political and public sphere.
According to their website, they are “working with developers to create AI tools that journalists can use to score political speech, browser extensions that people can use to keep contempt out of their newsfeeds, and apps that can flag contempt in personal messages before users post them or send them.”
Tools like these actually abridge the right to free speech, and create a path for citizens’ expression to be limited by whoever is in power and sets the rules, like it is in China.
If a progressive regime that believes acknowledging biological facts is akin to violence sets the rules, a low Dignity Index score of 1 could be given to speech that says that there are only two sexes and they’re immutable, and be kept out of the public square.
The Long-Term “Democracy” Agenda of the Dignity.us Policy Council
Not only is it suspicious that the website set up by Biden’s United We Stand Summit, Dignity.us, now goes straight to The Dignity Index, but a closer look into the members of the seemingly bipartisan White House Domestic Policy Council chosen to oversee it reveals they’re not bipartisan at all. Moreover, the several other projects they share with Shriver point to a more insidious long-term agenda besides just weakening free speech laws; an agenda that seeks to use education, election and economic reform to shift America’s system of governance to a Democracy without capitalism or representation under the guise of “civic renewal.”
Three of the Dignity.us members – John Bridgeland, Melody Barnes, and Joseph Grogan – all served on the National Advisory Council of the COVID-Collaborative, co-founded by Timothy Shriver, and CEO John Bridgeland.
Bridgeland has served a major role in all three of Shriver’s non-profit organizations – COVID Collaborative, Collaborative for Academic Social and Emotional Learning (CASEL), and UNITE – which all worked in tandem with each other during the pandemic (see how here) to introduce progressive policies in many states. Utah is just one example (Figure 2).
Figure 2: Map showing how COVID-Collaborative, CASEL, and UNITE work together to promote leftist policies and how The Dignity Index and Governor Cox’s “Disagree Better” campaign in Utah, in partnership with Braver Angels, is also linked to this agenda.
COVID-Collaborative partnered with states to market COVID-19 policies and assist with their implementation. Serving as the Board Chair of CASEL, Shriver used his position of influence on the COVID-Collaborative to introduce CASEL’s Social Emotional Learning programs into Utah’s classrooms as the “solution” for struggling mental health. Many “CASEL Select” programs like Second Step were exposed for using manipulative techniques to indoctrinate students with critical race and queer theory, turning them into social justice activists for causes like Black Lives Matter and LGBTQIA+ advocacy.
Simultaneously, Utah joined CASEL’s Collaborating States Initiative (which included a Community of Practice with Bridgeland’s CIVIC, LLC) that accelerated the state’s adoption of action civics and DEI-laden service-learning programs. Meanwhile, Ranked Choice Voting policies were promoted through Shriver’s organization UNITE, which is part of the aforementioned New Pluralists network.
The fourth and final team member of the Dignity.us team, Cecilia Munoz, was a senior advisor and former vice president of New America, a Soros-funded organization that promotes blockchain-based pilots for Ranked Choice Voting (RCV) .
Having cities adopt or expand RCV pilots appears to be a major thrust of those connected to this faux “Democracy” Movement, which Utah took the bait and fell for.
Ranked Choice Voting – Eliminating America’s Representative Democracy
23 Utah cities ended up adopting ranked choice voting policies, some of which have since been abandoned because of citizen pushback. Why? Voters found it confusing and complicated. In RCV, voters rank candidates on their ballots by preference – first, second, third choice, and so on. Candidates with the fewest first-preference votes get eliminated, and the votes of the voters who picked the eliminated candidate as their first choice get allocated to the rest of the candidates. This procedure continues until one candidate is seen as having majority support, even though they could have overall been voters’ third choice had the other candidates not been eliminated. This convoluted process ends up reducing voter trust in the results, and it also violates the “one person, one vote” principle of American elections.
It’s no surprise that Shriver’s NGO “UNITE” partners with FairVote, the main lobby behind RCV. According to FairVote, their mission is to see that “all elections in the United States are held with ranked choice voting,” and “winner-take-all congressional elections are replaced with proportional representation.”
Proportional representation is a euphemism for imposing majority rule that justifies gerrymandering and the elimination of the Electoral College, in order to achieve “pure democracy.”
Why the Difference Between a “Democracy” and a Representative “Republic” Matters
“In a republic, laws are made by representatives chosen by the people who must comply with a constitution that specifically protects the rights of the minority from the will of the majority.”
If morality is defined by the majority in a Democracy, without the protection of representatives who swear an oath to uphold the Constitution in their governing, then “imposing conformity, control, coercion, and oppression over those who disagree with their definition of equality, fairness, tolerance, or even love” will be deemed as “protecting democracy.” As America witnessed during the pandemic, “protecting democracy” included calling parents who spoke out at school board meetings against the political indoctrination of students domestic terrorists, and calling any information questioning the validity of COVID-19 policies dis/misinformation. Those people’s right to free speech, though they were targeted, was still protected by the 1st amendment, while in a system of “mob rule”, individuals who don’t agree with the Democracy’s version of morality because of their personal beliefs could be considered an extremist that needs to be silenced, or worse, punished.
In a pure democracy, the leftist masses in California and New York would have more voting power in elections, leaving conservatives who live in “fly-over” states (without a representative in the White House) with much less. That’s why it’s crucial that America functions as a Constitutional Republic with a representative democracy where the diverse perspectives and speech of all its states and the constituents within them have a say in the governance of the nation.
The Better Together America Ecosystem – the “they” behind The “Democracy” Movement
Biden may be out of office now, but the “Democracy” Movement and the various people, organizations and funders like the New Pluralists connected to it have regrouped and created a massive network to carry on their work called the Better Together America Ecosystem. Using the very real problem of the need for civil dialogue between the two major political parties, they’ve been successful in fooling conservatives into having deceptive Delphi sessions led by trained facilitators who know how to use group dynamics and crowd agitator techniques to get participants to compromise on divisive political topics. The participants don’t know that these meetings often have a predetermined outcome that ultimately serves a progressive agenda that they’re being steered toward. States who have invited groups that are a part of the Ecosystem in to create local “civic hubs” have seen policies on the 1st amendment and election policy especially (among other issues) move further and further from their Constitutional protections.
Furthermore, all one has to do is look at the reports and listen to the recordings of the back-channel convenings of the groups in the Better Together America Ecosystem to know that the politics and agenda of the organizations and people connected to it are largely left-leaning, and – in some cases – radically so. From the nasty comments about President Trump and their disappointment of the voters who voted for him to their dislike of capitalism and the pronouns listed in parenthesis after their screen names, there is nary anyone representing conservative values in sight in this “pro-democracy movement of movements.”
It’s truly a trap that conservative states should at least be wary of, lest they might find themselves “disagreeing better” into a very different, totalitarian version of America."
