link,title,content,author,date,annotation
https://www.health.harvard.edu/heart-health/sugars-not-so-sweet-effects-on-the-heart,Sugar's not-so-sweet effects on the heart,"A sugary diet contributes to weight gain and other factors that boost heart disease risk. Learn healthier ways to satisfy a sweet tooth.A treat refers to something that's out of the ordinary and gives great pleasure. Your favorite dessert, perhaps? But given the growing evidence of sugar's damaging effects on health, you may be wondering whether you should shun all added sugar.",Unknown,"April 15, 2023",1
https://www.health.harvard.edu/heart-health/time-to-try-intermittent-fasting,Time to try intermittent fasting?,"If you need to lose weight, a diet that focuses mainly on when (not what) you eat may be a good way to shed pounds and improve your cardiovascular health.
        
        
          
        
        Anyone who's tried different weight-loss diets is probably familiar with their pitfalls. Low-calorie diets often leave you tired, hungry, and cranky. Low-carb or ""keto"" diets can cause cravings and constipation. Low-fat diets are also tough to follow and, contrary to popular belief, they do not seem to prevent cardiovascular disease.
        Another diet trend, intermittent fasting, takes a different approach. Rather than limiting what you eat, this diet limits when you eat (see ""What is intermittent fasting?""). For some people, that change may be easier to manage, says Dr. Eric Rimm, professor of epidemiology and nutrition at the Harvard T.H. Chan School of Public Health.
        Short-term studies suggest that people stick to intermittent fasting diets as well as or better than they do to other diets. And according to a 2019 review article in the journal Nutrients, intermittent fasting promotes weight loss and may reduce risk factors linked to heart disease, including diabetes, high blood pressure, unhealthy blood lipid levels, and inflammation.
        ""However, we don't have much evidence about how well this diet works over the long term,"" says Dr. Rimm, noting that there are just two long-term studies of intermittent fasting, each lasting a year. Nor are there large populations of people who've followed this eating pattern for years. That's in contrast to two other diets linked to a healthy heart and healthy body size — the Mediterranean diet and a vegetarian diet.
        
          
            
              
                What is intermittent fasting?
                Intermittent fasting restricts when or how much you eat — and sometimes both. One variation, time-restricted eating, involves eating only during a certain time window, usually eight hours, over a single day. For example, you would eat only during the hours of 9 a.m. to 5 p.m. and then fast during the other 16 hours.
                The other approaches, alternate-day and whole-day fasting, actually don't involve strict fasting. Instead, you choose two or more days during the week when you cut way back on the food you eat, limiting yourself to just 400 to 600 calories per day. On the other days of the week, you follow your normal eating pattern. In one popular version, the 5:2 diet, you eat normally for five days, then restrict your calories on two non-consecutive days. With alternate-day fasting, you eat a calorie-restricted diet every other day.
              
            
          
        
        An evolutionary advantage?
        Still, people who are overweight or obese might want to give intermittent fasting a try. In addition to its apparent heart-related benefits, this diet has some unique aspects that might explain its success, says Dr. Rimm. First, the strategy makes sense from an evolutionary standpoint. As early humans evolved, food supplies were alternately abundant and scarce. We also evolved in sync with the natural day-night cycle. So our metabolism adapted to function best with periods of hunger and eating during the day and sleeping at night. Many studies show that nighttime eating is closely linked to weight gain and diabetes, and one even found a higher risk of heart attack among men who snacked in the middle of the night compared with those who didn't.
        Second, intermittent fasting highlights some of the positive aspects of other diet strategies while avoiding their downsides. ""People who try whole or alternate-day fasting quickly realize how many calories are in certain foods. That helps them choose foods that are more filling but lower in calories,"" says Dr. Rimm. But because they're not constantly counting calories and feeling deprived every day, the diet is easier to maintain.
        Burning stored fat
        Periodic fasting triggers the same fat-burning process that occurs during a low-carbohydrate or keto diet. Keto is short for ketosis, the metabolic process that kicks in when your body runs out of glucose (its preferred energy source) and starts burning stored fat. Your body may go into ketosis after just 12 hours of not eating, which many people do overnight before they ""break fast"" with a morning meal. (A midnight snack obviously sabotages this process.) A keto diet keeps you in ketosis for much longer time periods because you avoid carbohydrates, which supply glucose. Instead, fat becomes the preferred fuel source.
        But some nutrition experts worry that keto diets — which typically include hefty amounts of meat and eggs — may be hard on the heart. Intermittent fasting is likely a healthier option, especially if you eat a balanced diet that includes whole grains, nuts, legumes, fruits, and vegetables, which are rich in nutrients known to lower heart disease risk.
        However, intermittent fasting diets typically don't specify what foods you should eat. ""As a nutritional epidemiologist, that makes me a little uncomfortable,"" Dr. Rimm admits. Eating burgers and French fries five days a week and a single breakfast sandwich on your low-calorie day wouldn't be healthy, he says. But with any diet, it's often a good idea to ease into the changes. You could start by trying a 5:2 diet or time-restricted eating. Once you start losing weight, you can gradually introduce more healthy foods, he suggests.
        Don't expect fast results, however. With intermittent fasting, people tend to lose weight fairly slowly — about a half a pound to 1 pound per week. But when it comes to losing weight, slow and steady is more successful and sustainable over the long term.
        Before you try intermittent fasting
        If you want to give intermittent fasting a try, make sure to discuss it with your doctor first, says Dr. Rimm. Skipping meals and severely limiting calories can be dangerous for people with certain conditions, such as diabetes. Some people who take medications for blood pressure or heart disease also may be more prone to imbalances of sodium, potassium, and other minerals during longer-than-normal periods of fasting.
        
          
            Image: © Kali9/Getty Images",Unknown,"April 15, 2023",1
https://www.health.harvard.edu/staying-healthy/the-questions-about-fish-oil-supplements,The questions about fish oil supplements,"Can they really improve cardiovascular health?Probably no nutritional supplement has earned as much attention — and has created as much confusion — as fish oil. Some research says taking a daily fish oil supplement can reduce your risk of heart attacks and strokes, while other studies say the evidence remains thin.",Unknown,"April 15, 2023",1
https://www.health.harvard.edu/staying-healthy/should-you-try-fasting,Should you try fasting?,"Intermittent fasting continues to be popular, but are there any health benefits — or risks?Diet trends come and go, but intermittent fasting has been around for some time. Now science has begun to look more closely at its possible health benefits. The verdict? It's too early to tell for sure. But early evidence suggests intermittent fasting can help.",Unknown,"April 15, 2023",1
https://www.health.harvard.edu/staying-healthy/what-does-a-healthy-diet-look-like,What does a healthy diet look like?,"What's the healthiest way to eat? It depends on whom you ask. Many medical and nutrition experts claim to know the ""perfect"" way to eat for health, yet some of these dietary advocates disagree with each other in some fundamental ways. So, who's right . . . and who's wrong?
        The truth is that there is no single way to eat for good health. As a species, humans are quite similar on a genetic level, yet as individual specimens we can be amazingly diverse. That's why some people may feel great on a vegan diet while others prefer a paleo diet— two dietary patterns that would appear to be polar opposites. The paleo diet includes meat but excludes grains and legumes, while the vegan diet includes grains and legumes but excludes meat and other ani­mal products.
        How can both diets work? When planned well, each diet includes lots of vegetables and minimizes highly processed foods. Those are the common denominators of a healthy diet. From there, you can fill in the blanks to suit your tastes and your unique physiological needs by adding your choice of high-quality fats (nuts, seeds, avocados, olive oil, fatty fish), carbohydrates (whole grains, fruit, starchy root veg­etables), and plant- or animal-based protein (legumes, soy, fish, lean sustainably raised meat, poultry, eggs, dairy). It takes a varied diet to get the vitamins, min­erals, fiber, and phytochemicals required for optimal health, but there are many combinations of foods that can get you to that goal.
        While everyone needs carbohydrates, fat, and pro­tein, there is no ""magic"" ratio that you should be striv­ing for, as long as you avoid extremes. In fact, a number of recent studies have found that the quality of the food you eat—particularly emphasizing whole foods over processed food—is more important than whether it's low-fat, low-carb, or somewhere in between.
        
          
            Image: © nd3000/Getty Images",Unknown,"April 15, 2023",1
https://www.health.harvard.edu/staying-healthy/the-power-of-protein,The power of protein,"Protein can help older men build and maintain muscle, but the amount and source matter.Men gradually lose muscle mass as they grow older, a natural effect of aging called sarcopenia. During his lifetime, a man loses about 30% of his muscle mass. Yet older men can maintain and even regain muscle. It takes a combination of regular weight training and a proper diet, including adequate amounts of protein.",Unknown,"April 15, 2023",1
https://www.health.harvard.edu/heart-health/11-foods-that-can-help-lower-your-cholesterol,11 foods that can help lower your cholesterol,"Focus on fiber-rich foods and avoid saturated fats.
        
        If your cholesterol level has crept up over the years, you may wonder whether changing your diet can help. Ideally, your total cholesterol value should be 200 milligrams per deciliter (mg/dL) or lower. But it's the harmful LDL cholesterol value that experts worry about the most. Excess LDL builds up on artery walls and triggers a release of inflammatory substances that boost heart attack risk.
        ""To prevent heart disease, your LDL should be 100 mg/dL or lower,"" says Dr. Jorge Plutzky, director of preventive cardiology at Harvard-affiliated Brigham and Women's Hospital. But many Americans have LDL values that are less than optimal (100 to 129 mg/dL) or borderline high (130 to 159 mg/dL).
        If you fall into either of those categories, you may be able to nudge down your LDL to a healthier level by changing what you eat, particularly if your current diet could use some improvement. However, most people with higher LDL values likely will also need to take a cholesterol-lowering drug, such as a statin, says Dr. Plutzky.
        Dietary directives
        Avoiding foods that are high in cholesterol isn't the best way to lower your LDL. Your overall diet — especially the types of fats and carbohydrates you eat — has the most impact on your blood cholesterol values. ""As the American Heart Association has noted, you'll get the biggest bang for your buck by lowering saturated fat and replacing it with unsaturated fat,"" says registered dietitian Kathy McManus, director of the Department of Nutrition at Brigham and Women's Hospital.
        That means avoiding meat, cheese, and other high-fat dairy products such as butter, half-and-half, and ice cream. Equally important is replacing those calories with healthy, unsaturated fats (such as those found in vegetable oils, avocados, and fatty fish) rather than refined carbohydrates such as white bread, pasta, and white rice. Unlike healthy fats, these starchy foods aren't very filling, and they can trigger overeating and weight gain.
        The other big problem with refined carbs? They're woefully low in fiber, which helps flush cholesterol out of the body (see ""The fiber factor"").
        
          
            
              
                The fiber factor
                Your body can't break down fiber, so it passes through your body undigested. It comes in two varieties: insoluble and soluble. Fiber‑containing foods usually feature a mix of the two.
                Insoluble fiber does not dissolve in water. While it doesn't directly lower LDL, this form of fiber fills you up, crowding other cholesterol-raising foods out of your diet and helping to promote weight loss.
                Soluble fiber dissolves in water, creating a gel. This gel traps some of the cholesterol in your body, so it's eliminated as waste instead of entering your arteries.
                Soluble fiber also binds to bile acids, which carry fats from your small intestine into the large intestine for excretion. This triggers your liver to create more bile acids — a process that requires cholesterol. If the liver doesn't have enough cholesterol, it draws more from the bloodstream, which in turn lowers your circulating LDL.
                Finally, certain soluble fibers (called oligosaccharides) are fermented into short-chain fatty acids in the gut. These fatty acids may also inhibit cholesterol production.
              
            
          
        
        The ""best"" foods
        The following 11 foods are good sources of fiber or unsaturated fat (or both). But they're not in any particular order and are simply suggestions. Most whole grains, vegetables, and fruits are good sources of fiber. And most nuts and seeds (and the oils made from them) provide monounsaturated or polyunsaturated fats.
        1. Oatmeal. This whole grain is one of the best sources of soluble fiber, along with barley (see ""Grain of the month,"" at right). Start your day with a bowl of steel-cut or old-fashioned rolled oats, topped with fresh or dried fruit for a little extra fiber.
        2. White beans. Also called navy beans, this variety ranks highest in fiber content. Try different types of beans as well, such as black beans, garbanzos, or kidney beans, which you can add to salads, soups, or chili. But avoid prepared baked beans, which are canned in sauce that's loaded with added sugar.
        3. Avocado. The creamy, green flesh of an avocado is not only rich in monounsaturated fat, it also contains both soluble and insoluble fiber. Enjoy this fruit sliced in salad, pureed into dip, or mashed and spread on a slice of whole-grain toast.
        4. Eggplant. Although not everyone's favorite, these deep purple vegetables are one of the richest sources of soluble fiber. One idea: oven-roast or grill whole eggplants until soft and use the flesh in a Middle Eastern dip called baba ghanoush.
        5. Carrots. Raw baby carrots are a tasty and convenient snack — and they also give you a decent dose of insoluble fiber.
        6. Almonds. Among nuts, almonds are highest in fiber, although other popular varieties such as pistachios and pecans are close behind. Walnuts have the added advantage of being a good source of polyunsaturated, plant-based omega-3 fatty acids.
        7. Kiwi fruit. Contrary to popular belief, you don't need to peel these fuzzy, brown fruits. But to avoid the skin, slice one in half and scoop out the inside with a spoon for an easy, fiber-rich, sweet snack.
        8. Berries. Because these fruits are packed with tiny seeds, their fiber content is higher than most other fruits. Raspberries and blackberries provide the most, but strawberries and blueberries are also good sources.
        9. Cauliflower. This cruciferous veggie not only provides fiber, it can also serve as a substitute for white rice. Just shred or whirl in a food processor until it resembles rice, then sauté with a little olive oil until tender.
        10. Soy. Eating soybeans and foods made from them, such as soy milk, tofu, and tempeh, was once touted as a powerful way to lower cholesterol. More recent analyses showed the effect is modest, at best. Still, protein-rich, soy-based foods are a far healthier choice than a hamburger or other red meat.
        11. Salmon. Likewise, eating cold-water fish such as salmon twice a week can lower LDL by replacing meat and delivering healthy omega-3 fats. Other good fish options include chunk light canned tuna and tinned sardines.
        
          
            Image: © marilyna/Getty Images",Unknown,"April 15, 2023",1
https://www.health.harvard.edu/mind-and-mood/the-thinking-on-flavonoids,The thinking on flavonoids,"These plant chemicals, found in most fruits and vegetables, may play an important role in cognitive fitness and dementia prevention.
        
        
          
        
        Science already touts the heart-health benefits of plant-based diets like the Mediterranean, MIND, and DASH diets. Now researchers have turned their attention to how plant-based eating also may prevent dementia, including Alzheimer's disease.
        And one class of nutrients in plants continues to stand out: flavonoids. ""The more we learn about flavonoids' role in health, the more we find that they may have far-reaching potential in helping to protect an aging brain,"" says Dr. Tian-Shin Yeh, a researcher in the area of diet and cognitive function with Harvard's T.H. Chan School of Public Health.
        Class in itself
        Flavonoids are phytochemicals commonly found in plant foods. They have six subclasses: anthocyanidins, flavan-3-ols, flavanones, flavones, flavonols, and polymers.
        A variety of fruits and vegetables contain flavonoids. Some of the highest amounts are in berries, apples, citrus fruit (oranges, lemons), grapes, spinach, legumes, kale, broccoli, soybeans, onions, tea, cocoa, and wine. (See ""Flavonoids and food."") Some foods contain only one subclass of flavonoids, while others have several.
        Researchers believe flavonoids may help the brain in several ways. For instance, studies suggest they reduce cell-damaging free radicals and soothe inflammation. ""Some studies have suggested flavonoids may offer protective effects for brain cells,"" says Dr. Yeh. Some early-stage animal studies have shown that flavonoids can block beta-amyloid plaque buildup in the brain, a trademark of Alzheimer's.
        Flavonoids also may enhance brain blood flow. ""Some studies found flavonoid intake is inversely related to cardiovascular disease, and what is good for the cardiovascular system is also good for the brain,"" says Dr. Yeh.
        
          
            
              
                Flavonoids and food
                There are six subclasses of flavonoids, which are abundant in most plant foods.
              
            
            
              
                Flavonoid subclass
              
              
                Common food sources
              
            
            
              
                Anthocyanidins
              
              
                berries (red, blue, and purple), grapes, red wine
              
            
            
              
                Flavan-3-ols
              
              
                tea (black, white, green, oolong), cocoa-based products, grapes, berries, apples, red wine
              
            
            
              
                Flavanones
              
              
                citrus fruit (oranges, lemons, grapefruit)
              
            
            
              
                Flavones
              
              
                parsley, thyme, celery, hot peppers
              
            
            
              
                Flavonols
              
              
                onions, peppers, broccoli, spinach, apples, berries, tea
              
            
            
              
                Polymers
              
              
                berries (cranberries, blueberries, strawberries), wine, grapes, black tea
              
            
          
        
        Many factors in play
        Large human studies of flavonoids are still in their early phases, but initial findings show promise. One of the most substantial to date was a recent study linking high flavonoid intake and a lower risk of Alzheimer's and related dementias (conditions with symptoms similar to Alzheimer's). The results were published online April 22, 2020, by The American Journal of Clinical Nutrition.
        Using data from the Framingham Heart Study, researchers looked at the dietary habits of almost 3,000 people, average age 59, without any signs of dementia. Over 20 years, people with the highest daily intake of flavonoids (about 297 milligrams) had a lower risk of developing Alzheimer's or a related dementia than those who ate the smallest amounts (about 123 milligrams).
        Still, the link between flavonoids and brain health might be a matter of coincidence. ""It may take a team effort from all kinds of nutrients, but flavonoids may be one of the main players,"" says Dr. Yeh.
        Color coordination
        So, to protect your brain from dementia, should you load up your plate with as many flavonoid-rich foods as possible? Not really, according to Dr. Yeh.
        She says that the standard advice to follow a plant-based diet as much as possible still applies, and eating a variety of colors is a good idea. ""The more colors and types of food you can put on your plate for every meal, the better,"" she says.
        How much is enough? Dr. Yeh says although there is still no definite recommended daily intake for flavonoids, aiming for the suggested five to nine servings of fruits and vegetables a day is a good goal.
        ""This breaks down to at least two cups of fruit and three cups of vegetables,"" she says. ""That should be a good start to give you the flavonoids your body — and brain — may need.""
        
          
            Image: © quickshooting/Getty Images",Unknown,"April 14, 2023",1
https://www.health.harvard.edu/heart-health/calcium-scan-concerns,Calcium scan concerns,"Ask the doctorI'm a 70-year-old man with no signs of any heart problems, and my blood pressure is low (110/70). I recently had a coronary artery calcium scan and received a score of 480. According to my cardiologist, that means I have a lot of plaque in my heart arteries. He increased the dose of my statin and recommended an echocardiogram stress test. The results showed no underlying heart issues, but I'm still concerned. How accurate are calcium scans?A score of 480 is indeed quite high, but the fact that your subsequent echo stress test did not uncover symptoms or evidence of any blood flow restriction to your heart muscle is good news. Your well-controlled blood pressure also bodes well for you. Increasing your statin dose is likely a good idea.",Unknown,"April 14, 2023",1
https://www.health.harvard.edu/heart-health/tofu-may-help-your-heart,Tofu may help your heart,"Compounds found in tofu, soybeans, and other legumes may help prevent heart attacks.If you're one of the people incor­porating more plant-based options into your diet, consider benefiting your heart by choosing dishes that contain tofu or other foods rich in the compounds called isoflavones (which are found in soybeans and other legumes).",Unknown,"April 14, 2023",1
https://www.health.harvard.edu/heart-health/a-heart-healthy-diet-doesnt-need-to-be-low-in-fat,A heart-healthy diet doesn't need to be low in fat,"But the source of the fats you choose — and the rest of what you typically eat — make a big difference.
        
        
          
        
        For the last half of the 20th century, most major health organizations, including the American Heart Association, recommended a low-fat diet. 
        Yes, they did, but the message has changed dramatically. Now, the American Heart Association, the federal dietary guidelines, and other nutrition authorities have shifted away from advising people to limit the total amount of fat in their diets. ""Instead, the focus is on an overall healthy dietary pattern. That means an eating style that emphasizes vegetables, fruits, whole grains, and beans, along with only modest or small amounts of meat, dairy, eggs, and sweets,"" says Dr. Eric Rimm, professor of epidemiology and nutrition at the Harvard T.H. Chan School of Public Health.
        The reality is that eating more whole or minimally processed, plant-based foods will naturally lower your intake of fat, especially saturated fat. Found mainly in meat and dairy products, saturated fat can boost levels of harmful LDL cholesterol, a key contributor to heart disease. But simply cutting back on all types of fat does not necessarily translate into a diet that lowers cardiovascular risk.
        Low-fat diet fails
        Starting in the 1980s, when food manufacturers and consumers cut the fat from their products and diets, they replaced it with refined carbohydrates. People filled up on bread, pasta, low-fat chips and cookies, and low-fat sweetened yogurt. Eating lots of these highly processed carbohydrates floods your bloodstream with sugar, triggering a release of insulin to clear the sugar from your blood. But that can push your blood sugar too low, leaving you hungry again after just a few hours, which encourages overeating and weight gain. What's more, a steady diet of these unhealthy carbs can eventually impair your body's ability to respond to insulin, which can lead to diabetes. Both obesity and diabetes are closely linked to a heightened risk of heart disease.
        
    

        
            You might also be interested in...
        

        

            

                

                    

                

            

            

                
    Cognitive Fitness Online Course


                
                    Wondering if you can affect your brain health, memory, and cognitive function? Learn in our course about simple lifestyle changes you can make to optimize your cognitive fitness—and stay mentally sharp!
                

                
    
        
            Learn More!
        
        
    


            

            
        

    
But eating too many refined carbs wasn't the only problem. Avoiding unsaturated fats — those found in nuts, seeds, olives, avocados, and fish — isn't necessary. Not only do these foods make your meals more satisfying and tasty, unsaturated fat promotes cardiovascular health.
        What about ultra-low-fat diets?
        Some physicians advocate an ultra-low-fat diet, which includes just 10% of calories from fat. This diet excludes all animal-based products (such as meat, poultry, dairy, and fish), as well as refined carbohydrates (including white flour, white sugar, and even fruit juice). But it also shuns some healthier unsaturated fats, including added oils and high-fat, plant-based foods such as avocados and nuts. Small studies have shown that this eating pattern may actually reverse the buildup of cholesterol-clogged plaque in the arteries.
        At least some of that benefit may stem from the abundant fiber and other nutrients in the diet's copious amounts of vegetables, beans, and whole grains, all of which are fairly scarce in the typical American diet. The only problem with an ultra-low-fat vegan diet is that it's very challenging for most people to stick to over the long term. ""If you are among the 1% of people who can, may the Force be with you,"" says Dr. Rimm.
        For everyone else, a Mediterranean-style diet offers the best of both worlds — a plant-centric diet that's not overly restrictive (see ""Simple steps to a Mediterranean-style eating plan""). ""The Mediterranean diet doesn't require extreme eating habits that make it difficult to socialize with other people,"" he says. What's more, he adds, it tastes good and has the best evidence from long-term clinical studies for lowering a person's risk of heart disease.
        
          
            
              
                Simple steps to a Mediterranean-style eating plan
                To ease into this eating style, look over these suggestions from registered dietitian Kathy McManus, director of the Department of Nutrition at Harvard-affiliated Brigham and Women's Hospital. Choose one, try it for a week, then gradually add more changes over time, she advises.
                Switch from whatever fats you use now to extra‑virgin olive oil. Start by using olive oil when cooking, including in salad dressings. Try swapping olive oil for butter on crusty bread.
                Have salad every day. Choose crisp, dark greens and whatever vegetables are in season.
                Go nuts. Instead of a bag of chips or cookies, have a handful of raw nuts as a healthy snack.
                Add more whole grains to your meals. Experiment with bulgur, barley, farro, brown rice, and whole-grain pasta. Select dense, chewy, country-style bread without added sugar or butter.
                Add a variety of vegetables to your menus. Add an extra serving of vegetables to both lunch and dinner, aiming for three to four servings a day. Try a new vegetable every week.
                Eat at least three servings of legumes a week. Options include lentils, chickpeas, pinto beans, and black beans.
                Eat less meat. Choose lean poultry in moderate, 3- to 4-ounce portions. Save red meat for occasional consumption or use meat as a condiment, accompanied by lots of vegetables, as in stews, stir-fries, and soups. Eat more fish, aiming for two servings a week. Both canned and fresh fish are fine.
                Cut out sugary beverages. Replace soda and juices with water.
                Eat fewer high-fat, high-sugar desserts. Fresh fruit or poached fruit is best. Aim for three servings of fresh fruit a day. Save cakes and pastries for special occasions.
              
            
          
        
        
    

        
            You might also be interested in...
        

        

            

                

                    

                

            

            

                
    Harvard Health Publishing’s  6-Week Plan for Healthy Eating


                
                    This week-by-week plan, The Harvard Medical School 6-Week Plan for Healthy Eating, will help you transform your eating habits into a program of nutritious and delicious food choices that can last a lifetime. Applying the latest results from nutrition science, Harvard experts take you by the hand and guide you to create an eating plan to improve heart health, longevity, energy, and vitality.
                

                
    
        
            LEARN MORE
        
        
    


            

            
        

    

          
            Image: © vaaseenaa/Getty Images",Unknown,"April 14, 2023",1
https://www.health.harvard.edu/womens-health/a-silent-condition-may-be-taking-a-toll-on-your-health,A silent condition may be taking a toll on your health,"Identifying prediabetes early can help you head off diabetes and other long-term health problems.Many women are living with an unseen health risk — prediabetes, a condition where blood sugar is elevated, but not high enough to meet the threshold for diabetes.",Unknown,"April 14, 2023",1
https://www.health.harvard.edu/heart-health/5-foods-that-fight-high-cholesterol,5 foods that fight high cholesterol,"Your diet clearly plays a role in determining your cho­lesterol levels. In fact, changing what you eat can lower your cholesterol and improve the composition of the armada of fats floating through your bloodstream. Fresh fruits and vegetables, whole grains, and ""good fats"" are all part of a heart-healthy diet. But some foods are particularly good at helping bring down cholesterol.
        How? Some cholesterol-lowering foods deliver a good dose of soluble fiber, which binds cholesterol and its precursors in the digestive system and drags them out of the body before they get into circulation.
        Others provide polyunsaturated fats, which directly lower LDL, or ""bad"" cholesterol. And those with plant sterols and stanols keep the body from absorbing cholesterol. Here are five of those foods:
        
          Oats. An easy way to start lowering cholesterol is to choose oatmeal or an oat-based cold cereal like Cheerios for breakfast. It gives you one to two grams of soluble fiber. Add a banana or some strawberries for another half-gram.
          Beans. Beans are especially rich in soluble fiber. They also take a while for the body to digest, meaning you feel full for longer after a meal. That's one reason beans are a useful food for folks trying to lose weight.
          Nuts. Studies show that eating almonds, walnuts, peanuts, and other nuts is good for the heart. Eating two ounces of nuts a day can slightly lower LDL, on the order of 5%. Nuts also have additional nutrients that protect the heart in other ways.
          Foods fortified with sterols and stanols. Sterols and stanols extracted from plants interfere with the body's ability to absorb cholesterol from food. Companies are now adding them to a wide variety of foods. They're also available as supplements. Getting two grams of plant sterols or stanols a day can lower LDL cholesterol by about 10%.
          Fatty fish. Eating fish two or three times a week can lower LDL in two ways: by replacing meat, which has LDL-boosting saturated fats, and by delivering LDL-lowering omega-3 fats. Omega-3s reduce triglycerides in the bloodstream and protect the heart by helping prevent the onset of abnormal heart rhythms.
        
        
          Learn more ways to keep your heart healthy and conquer high cholesterol, in 
          
            
              Managing Your Cholesterol
            
          
          , a Special Health Report from Harvard Medical School.
        
        
          Images: iStock",Unknown,"April 14, 2023",1
https://www.health.harvard.edu/staying-healthy/tips-to-cheat-safely-on-your-healthy-diet,Tips to cheat safely on your healthy diet,"Here's a formula to enjoy foods you love during the holiday season and all year through.
        
        
          
        
        For many people, this ""season of wonder"" includes wondering if you can cheat on a healthy diet. How much can you indulge in rich, salty, or sugary holiday cuisine without risking weight gain, heart and blood pressure problems, or high blood sugar?
        ""Some people are more sensitive than others to salt, saturated fat, or added sugars. We sometimes see diet affecting blood pressure or cholesterol in as little as a few weeks after people splurge,"" says registered dietitian Kathy McManus, director of the Department of Nutrition at Harvard-affiliated Brigham and Women's Hospital.
        That makes dietary cheating a bit risky. But for generally healthy people, McManus says there is a formula that allows you to bend the rules this holiday season and beyond.
        First, the healthy guidelines
        Ideally you should always follow a healthy eating plan, such as a Mediterranean-style diet. In addition, you need to limit the following.
        Added sugars. Eating too much sugar can cause repeated blood sugar spikes and increase your risk for diabetes. Limit intake to no more than 24 grams per day for women and 36 grams for men.
        Salt. In some people, consuming too much salt can increase blood pressure. Healthy people should limit intake to 2,300 milligrams (mg) per day.
        Saturated fat. Eating too much of this type of fat — found in red meat and full-fat dairy products — can increase ""bad"" LDL cholesterol and raise your risk for heart disease. McManus advises limiting saturated fat to 7% of your daily calories. To figure out how many grams of saturated fat that would be, take 7% of your daily calories and divide it by nine (one gram of fat has 9 calories). For example, if you're eating 1,500 calories a day: .07 times 1,500 equals 105; 105 divided by 9 is about 12 grams of saturated fat.
        What about calories?
        Daily calorie needs depend on many factors, including your age, activity level, body composition, overall health, and weight goals (such as weight loss).
        If you're a healthy person who exercises 30 minutes per day, you can estimate how many daily calories you need to maintain your current weight by multiplying your weight (in pounds) by 15.
        For example, if you weigh 130 pounds, multiply 130 by 15. The answer — 1,950 — is the number of calories you need per day to stay at 130 pounds. Eating more could lead to weight gain; eating less could lead to weight loss.
        Bending the rules
        While a good diet is crucial for health, bending the rules on occasion probably won't hurt. A tip you can try is the 90-10 rule. ""Eat a healthy diet 90% of the time and splurge 10% of the time,"" McManus says. ""Eating three meals a day for a week means 21 total meals: avoid splurging for more than two of those meals.""
        What about doing a 90–10 plan every day during the holidays, devoting 10% of your daily calories to unhealthy holiday foods? That's probably more likely to lead to bad habits. ""If you occasionally go slightly over the daily guidelines for calories, salt, added sugar, and saturated fat intake, it's probably not going to be a problem,"" McManus says. ""But making every meal a little unhealthy, by design — that's likely to cause problems.""
        Pitfalls
        Knowing that you can cheat a little might tempt you to push the 90-10 rule beyond its limits. For example:
        You might overdo a cheat meal. We know for sure that a regular diet that's unhealthy can, over time, increase your long-term risk of developing heart disease. But it may also be true that a big, unhealthy meal can cause immediate risks. Let's say you binge on a juicy steak, mashed potatoes, and a hot fudge sundae. That rich meal contains 47 grams of saturated fat, 32 grams of mostly added sugars, 1,330 calories, 70 grams of carbohydrates, and 2,555 mg of sodium.
        Some small studies suggest eating a heavy meal increases the risk for a heart attack. Theoretically, a large, unhealthy meal does lead to various biochemical changes in the body, such as increases in triglyceride levels, which could contribute to an elevated risk for heart attack in the hours following the meal.
        You gain weight and keep it on. Maybe you'll exceed the dietary guidelines for the entire holiday season and tell yourself you'll compensate for it in January and February. Unfortunately, studies of what actually happens in the post-holiday period find that many people weigh more in March than before the holidays: January and February didn't fully correct for the holiday splurging. Perhaps you get used to indulging and then can't break that habit. Perhaps once you gain weight, your body resets your metabolism to a higher weight, so you get hungry more easily.
        ""Unless you're putting a lot of effort into maintaining weight loss, you can return to the previous baseline weight,"" McManus explains. ""Biology isn't on our side, and old behaviors are still there. We may slide back into our previous ways, and calories will go up and exercise will go down. So weight drifts back up.""
        What you can do
        Try to follow a healthy diet on most days, and allow yourself the pleasure of occasionally indulging.
        ""For the holiday season, you may want to enjoy a few particular dishes, meals, or events,"" McManus suggests. ""Plan ahead for that. But also plan how you'll be eating when you're not overindulging.""
        Carry that idea through to January and then each month after that. Don't bargain with yourself; try to maintain an even style of healthy eating, with occasional cheating on your diet. You'll wind up feeling satisfied that you get to enjoy the foods you love, and you may have more success maintaining your weight goals.
        
          
            Image: © monkeybusinessimages/Getty Images",Unknown,"April 14, 2023",1
